synpic34947|are the vertebral arteries patent in this section?|Yes
synpic34947|Are the vertebral arteries patent?|Yes
synpic34947|Are the vertebral arteries in view?|Yes
synpic34947|Is/Are there vertebral arteries?|Yes
synpic39086|'Is/Are there hyper attenuating material in the patient's aorta?'|yes
synpic39086|'Is/Are there calcifications in the patient's aorta?'|yes
synpic26925|Is the vertebro-basilar arterial network viewed in this section?|Yes
synpic26925|Is/Are there vertebral/basilar artery?|Yes
synpic26925|Is the vertebral artery/basilar artery located in this image?|Yes
synpic26925|Is/Are there vertebral/basilar artery?|Yes
synpic39757|Is there blurring of the grey-white matter junctions in the right temporal lobe?|Yes
synpic39757|'Is/Are there blurring of the grey-white matter in the patient's right temporal lobe?'|Yes
synpic39757|Is there no definitive border between the grey matter and white matter in the right temporal lobe?|Yes
synpic39757|'Is/Are there blurring of the grey-white matter in the patient's right temporal lobe?'|Yes
synpic26158|is there evidence of portal venous congestion?|no
synpic26158|Is/Are there portal venous congestion?|no
synpic26158|Is the portal vein engorged?|no
synpic26158|Is/Are there portal venous congestion?|no
synpic34947|is the plane of section transverse?|yes
synpic19605|Is the liver parenchyma normal?|Yes
synpic19605|Is/Are the liver parenchyma normal?|Yes
synpic19605|Is the liver parenchyma homogenous?|Yes
synpic19605|Is/Are the liver parenchyma homogenous??|Yes
synpic19605|Is there no evidence of any hypo- or hyperattenuations located in the liver?|Yes
synpic19605|Is/Are the liver parenchyma homogenous??|Yes
synpic19605|Is the liver parenchyma homogenous and normal?|Yes
synpic40272|was this chest x ray taken in PA format?|yes
synpic22967|Is the stomach thickening regular and uniform or ragged/asymmetrical?|Asymmetric
synpic22967|How would you describe the stomach wall thickening?|Asymmetric
synpic22967|Is the stomach wall thickening symmetric or asymmetric?|Asymmetric
synpic22967|How would you describe the stomach wall thickening?|Asymmetric
synpic26158|Is there evidence of ectopic tissue present in surrounding organs?|no
synpic26158|Is there metastatic tissue in the surrounding organs?|no
synpic26158|Is there evidence of metastatic tissue on organs surrounding the liver?|no
synpic26158|Is there metastatic tissue in the liver?|no
synpic21776|Are lung opacities noted?|No
synpic21776|'Is/Are there nodules in the patient's lung?'|No
synpic21776|is there evidence of intraparenchymal lung nodules?|No
synpic21776|'Is/Are there nodules in the patient's lung?'|No
synpic30324|'Is/Are there air in the patient's peritoneal cavity?'|No
synpic30324|'Is/Are there air in the patient's peritoneal cavity?'|No
synpic16174|Is/Are the heart size normal?|Yes
synpic16174|Is/Are the heart size normal?|Yes
synpic39757|Are there calcifications in the cerebral arteries?|Yes
synpic39757|'Is/Are there calcifications in the patient's cerebral arteries?'|Yes
synpic39757|Is there evidence of calcifications in the cerebral arteries?|Yes
synpic39757|'Is/Are there calcifications in the patient's cerebral arteries?'|Yes
synpic52767|Is there evidence of a right apical pneumothorax on this chest x-ray?|Yes
synpic52767|'Is/Are there a pneumothorax in the patient's right lung?'|Yes
synpic52767|Is a pneumothorax present near the right lung field?|Yes
synpic52767|'Is/Are there a pneumothorax in the patient's right lung?'|Yes
synpic22286|Are the branches of the superior mesenteric arteries filled with contrast?|Yes
synpic22286|Is/Are the superior mesenteric arteries hyperatenuated?|Yes
synpic22286|Are the branches of the superior mesenteric arteries hyper attenuated?|Yes
synpic22286|Is/Are the superior mesenteric arteries hyperatenuated?|Yes
synpic21776|Is/Are the heart narrowed?|Yes
synpic21776|Is/Are the heart narrowed?|Yes
synpic42245|Are there any fractures in any of the ribs?|No
synpic42245|'Is/Are there fractures in the patient's ribs?'|No
synpic42245|'Are any of the patient's ribs fractured?'|No
synpic42245|'Is/Are there fractures in the patient's ribs?'|No
synpic40272|Is there pulmonary edema|no
synpic40272|Is/Are the pulmonary vessels enlarged?|no
synpic30324|Is there evidence of fluid in the peritoneal cavity?|No
synpic30324|Is/Are there ascites?|No
synpic30324|Is there evidence of ascites?|No
synpic30324|Is/Are there ascites?|No
synpic25534|Has the small bowel perforated?|No
synpic25534|'Is/Are there perforation in the patient's small bowel?'|No
synpic25534|is there evidence of pneumoperitoneum?|Yes
synpic39086|Is this the small bowel on this image?|yes
synpic52767|Is/Are the cardiac contour normal?|Yes
synpic34515|Are feces located in the colon?|yes
synpic34515|'Is/Are there stool in the patient's colon?'|yes
synpic34515|Is there stool in the colon?|yes
synpic34515|'Is/Are there stool in the patient's colon?'|yes
synpic55245|Do the left and right middle cerebral arteries appear patent on this section?|Yes
synpic55245|Is/Are there middle cerebral arteries?|Yes
synpic55245|Is the left and right MCA present?|Yes
synpic55245|Is/Are there middle cerebral arteries?|Yes
synpic50962|Is this a T2 weighted image?|Yes
synpic26925|Is the lesion causing significant brainstem herniation?|No
synpic26925|'Is/Are there herniation in the patient's brainstem?'|No
synpic26925|Is there herniation of the brainstem secondary to the lesion|No
synpic26925|'Is/Are there herniation in the patient's brainstem?'|No
synpic40272|is it difficult to delineate the left costophrenic angle?|yes
synpic40272|'Is/Are there blunting in the patient's left costophrenic angle?'|yes
synpic40272|Is there blunting of the left costophrenic angle?|yes
synpic40272|'Is/Are there blunting in the patient's left costophrenic angle?'|yes
synpic50962|Are structures associated with the midbrain located in this image?|yes
synpic50962|Is/Are there midbrain structures?|yes
synpic50962|Is the midbrain identified in this section?|yes
synpic50962|Is/Are there midbrain structures?|yes
synpic33422|'Is/Are there pneumothorax in the patient's left lung field?'|Yes
synpic33422|'Is/Are there pneumothorax in the patient's left lung field?'|Yes
synpic22967|Are there more than 5 enlarged (> 1 cm) lymph nodes around the stomach|Yes
synpic22967|Are there > 5 of lymph nodes near the stomach?|Yes
synpic22967|Are there > 5 lymph nodes located near the stomach?|Yes
synpic22967|Are there > 5 of lymph nodes near the stomach?|Yes
synpic22286|Does the gallbladder appear distended?|Yes
synpic22286|Is/Are the gallbladder enlarged?|Yes
synpic22286|Is the gallbladder enlarged?|Yes
synpic22286|Is/Are the gallbladder enlarged?|Yes
synpic39086|Is this image plane taken inferior to the liver?|yes
synpic34947|is there any shift of midline structures visible in this section?|no
synpic34947|Is/Are there midline shift?|no
synpic34947|Is there shifting of structures across the middle?|no
synpic34947|Is/Are there midline shift?|no
synpic25534|Is/Are the right renal pelvis enlarged?|yes
synpic25534|Is/Are the right renal pelvis enlarged?|yes
synpic39086|Is there evidence of a small bowel obstruction with perforated viscus on this CT?|yes
synpic39086|Is there pneumonperitoneum in the small bowel?|yes
synpic39086|Is there evidence of a pneumoperitoneum secondary to a perforation?|yes
synpic39086|Is there pneumonperitoneum in the small bowel?|yes
synpic39757|'Is there edema in the patient's right temporal lobe?'|Yes
synpic39757|'Is/Are there cytotoxic edema in the patient's right temporal lobe?'|Yes
synpic39757|Is there evidence of cytotoxic edema in the right temporal lobe?|Yes
synpic39757|'Is/Are there cytotoxic edema in the patient's right temporal lobe?'|Yes
synpic26925|Does the mass have a smooth appearing border?|Yes
synpic26925|Is/Are the mass well-defined? -yes/no|Yes
synpic26925|Is the mass well-defined?|Yes
synpic26925|Is/Are the mass well-defined? -yes/no|Yes
synpic34713|Is there contrast in the colonic lumen?|Yes
synpic34713|'Is/Are there contrast in the patient's colon?'|Yes
synpic34713|Was the patient given oral contrast?|Yes
synpic34713|'Is/Are there contrast in the patient's colon?'|Yes
synpic19605|Is the celiac trunk visualized and patent?|Yes
synpic19605|Is the celiac trunk visualized?|Yes
synpic19605|'Is/Are there visualization in the patient's celiac trunk?'|Yes
synpic19605|Is the celiac trunk patent?|Yes
synpic19605|'Is/Are there patency in the patient's celiac trunk?'|Yes
synpic19605|Is the celiac trunk able to be visualized in this patient and is it open?|Yes
synpic19605|Is the celiac trunk able to be visualized in this patient?|Yes
synpic19605|'Is/Are there visualization in the patient's celiac trunk?'|Yes
synpic19605|Is the celiac trunk open?|Yes
synpic19605|'Is/Are there patency in the patient's celiac trunk?'|Yes
synpic33422|Is/Are there midline shift?|No
synpic33422|Is/Are there midline shift?|No
synpic34947|was this image taken without motion artifact|yes
synpic39086|was this image taken with patient in symmetrical supine position?|yes
synpic40272|Is/Are the left lung radioopaque?|yes
synpic40272|Is/Are the left lung radioopaque?|yes
synpic50962|Is this an image of the right and left temporal lobes?|Yes
synpic26158|Are the liver spleen stomach and esophagus all visualized in this image?|yes
synpic39088|Does the GI contrast hi-light the small bowel?|Yes
synpic39088|'Is there oral contrast in the patient's small bowel?'|Yes
synpic39088|'Is/Are there contrast in the patient's small bowel?'|Yes
synpic39088|Is there enlargement of the abdominal aorta on this image?|No
synpic39088|Is/Are the abdominal aorta large?|No
synpic39088|Is the abdominal aorta large in size?|No
synpic39088|Is/Are the abdominal aorta large?|No
synpic42245|Are the costophrenic angles sharp?|yes
synpic42245|'Is/Are there no blunting in the patient's costophrenic angles?'|yes
synpic42245|Is there no evidence of blunting of the costophrenic angles?|yes
synpic42245|'Is/Are there no blunting in the patient's costophrenic angles?'|yes
synpic21776|is the lung parenchyma well visualized?|yes
synpic34947|Has the brainstem herniated?|no
synpic34947|'Is/Are there herniation in the patient's brainstem?'|no
synpic34947|is there evidence of brainstem herniation in this section|no
synpic34947|'Is/Are there herniation in the patient's brainstem?'|no
synpic40272|are the heart and lungs displayed well in this film|yes
synpic33889|Is this image normal?|No
synpic33889|Is this image normal?|No
synpic18319|What is/are the abnormalities  near/in the lung?|Pulmonary nodules
synpic18319|What is/are the abnormalities  near/in the lung?|Pulmonary nodules
synpic32933|What is/are the hypointensity near/in the R hemidiaphragm?|Free air
synpic32933|What is/are the hypointensity near/in the R hemidiaphragm?|Free air
synpic31400|Any abnormal findings in the lower lung fields?|no
synpic31400|'Is/Are there abnormalities in the patient's lower lung?'|no
synpic31400|Are the lower lung fields normal?|yes
synpic31400|'Is/Are there abnormalities in the patient's lower lung?'|yes
synpic21734|Is the mass loculated?|Yes
synpic21734|Is/Are the mass located? -yes/no|Yes
synpic21734|Is there a loculated pancreatic mass?|Yes
synpic21734|Is/Are the mass located? -yes/no|Yes
synpic40464|How would you describe the abnormality?|hypodense lesion
synpic40464|How would you describe the abnormality?|hypodense lesion
synpic20260|What organ system is evaluated primarily?|GI
synpic45162|Are there gallstones?|yes
synpic45162|Is/Are there gallstones?|yes
synpic45162|Are gallstones present?|yes
synpic45162|Is/Are there gallstones?|yes
synpic32933|Is the left hemidiaphragm normal?|Yes
synpic32933|Is this image normal?|Yes
synpic32933|Is the left hemidiaphragm normal?|Yes
synpic32933|Is this image normal?|Yes
synpic49914|Is this a chest x-ray?|yes
synpic56799|How would you describe the lesion?|Ring-enhancing lesion
synpic56799|What are key characteristics of the lesion?|Ring-enhancing lesion
synpic57368|Are there abnormal findings on this image?|Yes
synpic57368|Is/Are the brain normal?|Yes
synpic57368|Is this brain scan normal?|No
synpic57368|Is/Are the brain normal?|No
synpic46720|Is the brain tissue ischemic?|Yes
synpic46720|Is there atrophy of the brain?|Yes
synpic55948|How would you describe the abnormality?|Diffuse
synpic55948|How would you describe the abnormality?|Diffuse
synpic55948|Is the abnormality focal or diffuse?|Diffuse
synpic20260|What kind of scan is this?|CT
synpic21734|Is there evidence of calcification in the mass?|Yes
synpic21734|Is/Are the pancreatic mass calcified? -yes/no|Yes
synpic21734|Is the mass calcified?|Yes
synpic21734|Is/Are the pancreatic mass calcified? -yes/no|Yes
synpic18461|What kind of image is this?|Chest x-ray
synpic56799|Is this a normal image?|No
synpic56799|Is this image normal?|No
synpic56799|Is the brain scan normal?|No
synpic56799|Is this image normal?|No
synpic40314|What organ is enlarged?|Pancreas
synpic40314|Where is/are the abnormality located?|Pancreas
synpic40314|Which organ has the abnormality?|Pancreas
synpic40314|Where is/are the abnormality located?|Pancreas
synpic31400|where is the cavitary lesion?|Right upper lobe
synpic31400|Where is/are the cavitary lesion located?|Right upper lobe
synpic31400|where is the abnormality?|Right upper lobe
synpic31400|Where is/are the cavitary lesion located?|Right upper lobe
synpic23130|Is the abnormality hyper dense or hypo dense?|Hypodense
synpic23130|What density is the abnormality?|Hypodense
synpic23130|What is/are the density of abnormality?|Hypodense
synpic33889|What part of the liver is the mass located in?|Left hepatic lobe
synpic33889|Where is/are the mass located?|Left hepatic lobe
synpic33889|Where is the mass in the liver?|Left hepatic lobe
synpic33889|Where is/are the mass located?|Left hepatic lobe
synpic18461|What organ is primarily evaluated in this image?|Lungs
synpic57368|What hemisphere are the lesions located in?|Bilateral
synpic57368|Where are the abnormalities?|Bilateral
synpic20260|What does nodular liver suggest?|Cirrhosis
synpic20260|What does the shape of the liver suggest?|Cirrhosis
synpic20260|What is the brightness in the abdominal aorta?|Atherosclerotic calcification
synpic20260|What is/are the hyperintensity near/in the aorta?|Atherosclerotic calcification
synpic20260|What causes hyper intensity in aorta?|Atherosclerotic calcification
synpic20260|What is/are the hyperintensity near/in the aorta?|Atherosclerotic calcification
synpic18461|Is this a lateral film?|no
synpic51709|Where in the brain is the lesion?|right parietal lobe
synpic51709|Where is/are the mass located?|right parietal lobe
synpic51709|Where is the lesion?|right parietal lobe
synpic51709|Where is/are the mass located?|right parietal lobe
synpic31400|Which organ system is imaged?|Chest
synpic59356|Is there an abnormal lesion?|Yes
synpic59356|Is/Are there a mass?|Yes
synpic59356|Is there a mass?|Yes
synpic59356|Is/Are there a mass?|Yes
synpic40464|What does the hypodensity suggest?|metastasis
synpic40464|What caused the lesion?|metastasis
synpic33889|In what plane is this image taken?|axial
synpic49914|Is this a study of the chest?|yes
synpic21044|What is abnormal about the hila?|Enlarged
synpic21044|How would you describe the hila?|Enlarged
synpic21044|Is the hila normal or enlarged?|Enlarged
synpic49914|What is happening in the right lung?|Volume loss
synpic49914|What is/are abnormal right lung ?|Volume loss
synpic49914|What is finding in the right lung?|Volume loss
synpic49914|What is/are abnormal right lung ?|Volume loss
synpic40464|How many spleen lesions are present/visualized in the image?|one
synpic45115|What is most alarming about the appendix?|extraluminal air and small fluid collection
synpic23130|Is the liver normal?|No
synpic23130|Is/Are the liver normal?|No
synpic23130|Is this a normal image?|No
synpic23130|Is this image normal?|No
synpic18461|Are the lungs normal?|No
synpic18461|Is/Are the lung normal?|No
synpic18461|Is the chest x-ray normal?|No
synpic18461|Is this image normal?|No
synpic31400|What is/are the abnormalities near/in the lung apices?|Nodular opacities
synpic31400|What is/are the abnormalities near/in the lung apices?|Nodular opacities
synpic27013|Where is the mass?|extra-axial and at the right choroidal fissure
synpic18319|What can cause asymmetrical breasts?|Prior surgery
synpic18319|Why are the breasts asymmetrical?|Prior surgery
synpic27013|Is the mass enhancing?|No
synpic49914|Is/Are the lung normal?|No
synpic49914|Is this image normal?|No
synpic57368|How would you describe the abnormalities?|Ring-enhancing lesions
synpic57368|Is/Are the lesions ring enhancing ?|Yes
synpic56799|Where is/are the lesion located?|right temporal lobe
synpic56799|Where is/are the abnormality located?|right temporal lobe
synpic21734|What organ is the mass in?|Pancreas
synpic21734|Where is/are the mass located?|Pancreas
synpic21734|Where is the mass?|Pancreas
synpic21734|Where is/are the mass located?|Pancreas
synpic45162|What abnormalities are in the right upper quadrant?|Gallstones
synpic45162|What is/are the abnormalities near/in the right upper quadrant?|Gallstones
synpic45162|What is in the right upper quadrant?|Gallstones
synpic45162|What is/are the abnormalities near/in the right upper quadrant?|Gallstones
synpic29219|Which kidney is abnormal?|Right
synpic29219|Where is/are the abnormality located?|Right
synpic29219|Which kidney has abnormalities?|Right
synpic29219|Where is/are the abnormality located?|Right
synpic54823|Is there a pelvic fracture?|No
synpic33889|Is this a study of the brain?|no
synpic51709|What is the image suggestive of?|abscess
synpic51709|What is the lesion most likely to be?|abscess
synpic29219|Describe the lesions in the right kidney?|Cystic lesions
synpic29219|How would you describe the lesion?|Cystic lesions
synpic29219|What is seen in the right kidney?|Cystic lesions
synpic45162|Did the patient have a cholecystectomy?|Yes
synpic45162|Is/Are there cholescystectomy|Yes
synpic45162|Has the gallbladder been removed?|Yes
synpic45162|Is/Are there gallbladder removed?|Yes
synpic21044|How would you describe the aortopulmonary window?|middle mogul
synpic21044|What is/are the characteristic finding near/in the aortopulmonary window?|middle mogul
synpic21044|What is/are the sign near/in the aortopulmonary window?|middle mogul
synpic51709|Is there evidence of enhancement?|Yes
synpic51709|Is/Are the lesion enhanced? -yes/no|Yes
synpic51709|Is the lesion enhancing?|Yes
synpic51709|Is/Are the lesion enhanced? -yes/no|Yes
synpic29219|Is there contrast given?|yes
synpic33889|Is this a CT scan?|yes
synpic49914|Where is/are the abnormality located?|Right lung
synpic49914|Where is/are the abnormality located?|Right lung
synpic45115|Describe the appendix|enlarged, fluid-filled
synpic29219|Are there 2 kidneys?|Yes
synpic29219|Are there two kidneys? |Yes
synpic29219|Are there normal number of kidneys?|Yes
synpic29219|Are there two kidneys? |Yes
synpic28695|Where is the mass?|Pancreatic body
synpic23130|Where is the abnormality?|Right lobe of the liver
synpic23130|Where is/are the linear hypodensity located?|Right lobe of the liver
synpic23130|Where is the hypodensity located?|Right lobe of the liver
synpic23130|Where is/are the linear hypodensity located?|Right lobe of the liver
synpic29219|Is this image normal?|Yes
synpic29219|Is this image normal?|Yes
synpic46720|Which hemisphere is the ischemia located?|Right hemisphere
synpic46720|Where is/are the abnormality located?|Right hemisphere
synpic46720|Where is the abnormality?|Right PCA
synpic46720|Where is/are the abnormality located?|Right PCA
synpic32933|Is this image normal?|No
synpic32933| Is/Are the right hemidiaphragm normal?|No
synpic28695|Is the mass homogeneous?|No
synpic55948|Where is the abnormality in this image?|Basal ganglia
synpic18319|Where is the catheter tip located?|Right superior cavoatrial junction
synpic18319|Where is/are the catheter tip located?|Right superior cavoatrial junction
synpic18319|Where does the catheter tip extend into?|Right superior cavoatrial junction
synpic18319|Where is/are the catheter tip located?|Right superior cavoatrial junction
synpic59356|Does the mass affect neighboring structure?|Yes
synpic59356|Is/Are there mass effect?|Yes
synpic59356|Is there mass effect?|Yes
synpic59356|Is/Are there mass effect?|Yes
synpic27013|Is this image normal?|No
synpic54823|Is the small bowel filled with contrast?|Yes
synpic54823|Is the cecum dilated|Yes
synpic46720|What does the abnormality suggest?|Ischemia
synpic46720|What causes the hyperintensity?|Ischemia
synpic45115|Is there fat stranding?|Yes
synpic21044|Is the heart abnormal?|Yes
synpic21044|Does the heart appear enlarged?|Yes
synpic21044|Is/Are the heart enlarged? -yes/no|Yes
synpic59356|Where is the mass?|Suprasellar cistern
synpic59356|Where is/are the mass located?|Suprasellar cistern
synpic59356|Where is the mass located?|Suprasellar cistern
synpic59356|Where is/are the mass located?|Suprasellar cistern
synpic40314|Is/Are the pancreas surrounding normal?|no
synpic40314|Is/Are the pancreas surrounding normal?|no
synpic29219|Which plane is the image taken?|Axial
synpic57520|Where is this plane relative to the eyes?|Above
synpic24390|How was this x-ray taken?|PA
synpic23803|Which ribs are located near the abnormality seen in this image?|4th and 5th
synpic23803|What level is the abnormality located at?|T5
synpic39532|Is/Are there a pneumothorax present?|No
synpic17664|Do the lung markings extend to the periphery?|Yes
synpic17664|Is a pneumothorax present in this image?|No
synpic47783|Does the width of the heart exceed more than half of the thorax?|No
synpic47783|How wide is/are the cardiac shadow? -open|No
synpic47783|How wide is the cardiac shadow?|Less than half the thorax
synpic47783|How wide is/are the cardiac shadow? -open|Less than half the thorax
synpic31955|Is the diaphragm obscured?|No
synpic31955|Is/Are the diaphragm obscured?|No
synpic31955|Is the diaphragm clearly visualized on both sides?|Yes
synpic31955|Is/Are the diaphragm visualized?|Yes
synpic45557|Are nodular calcifications present in the lungs?|No
synpic45557|What lesions are present in the lungs?|None
synpic21604|How big is the liver lesion?|5 cm
synpic21604|How big is/are the liver lesion? -open|5 cm
synpic21604|What is the size of the mass lesion?|5 cm
synpic21604|How big is/are the liver lesion? -open|5 cm
synpic21604|What is the modality by which the image was taken?|CT
synpic34449|Are the calcifications superior or inferior to the diaphragm?|Superior
synpic34449|Where in the image are the calcifications located?|High on the image
synpic31962|Where is the aortic arch?|Right side
synpic31962|Where is/are the aortic arch located?|Right side
synpic31962|Which side of the image is the aortic arch visualized?|Right side
synpic31962|Where is/are the aortic arch located?|Right side
synpic19477|Where is the lung lesion located?|Right lung
synpic19477|Where is/are the lung lesion located?|Right lung
synpic19477|Which lobe of the lung is the lesion located in?|Right upper lobe
synpic19477|Where is/are the lung lesion located?|Right upper lobe
synpic45557|'Do bones appear lighter on this image's modality?'|yes
synpic24220|Are the bowel loops on the right or left side of the patient?|Left side
synpic24220|Where in this image are the bowel loops?|Left side
synpic41050|Is there evidence of periappendiceal fluid and fat stranding?|Yes
synpic41050|What indicates that appendicitis is present?|Periappendiceal fluid and fat stranding
synpic41050|Is the appendix visualized with contrast?|No
synpic41050|'Is/Are there contrast in the patient's appendix?'|No
synpic41050|Is there contrast in the appendix?|No
synpic41050|'Is/Are there contrast in the patient's appendix?'|No
synpic27985|How many instances of intussusception are present/visualized in the image? - open|One
synpic27985|Is/Are there more than one intussusception present?|No
synpic27985|Are any organs besides the intestines present in this image?|Yes
synpic27985|Besides the intestines, what other organs are present?|kidneys
synpic35914|Is a cystic cavity present in the left kidney on this image?|No
synpic35914|Is/Are there a cystic cavity in the left kidney?|No
synpic35914|Is there a cyst in the left kidney?|No
synpic35914|Is/Are there a cyst in the left kidney?|No
synpic33689|Is this in the lumbar vertebral level?|yes
synpic27985|Is the pathologic part of this image the small bowel or colon?|Small bowel
synpic27985|Where is the intussesception located?|Small bowel
synpic27985|Where is/are the intussesception located?|Small bowel
synpic39532|How many lesions are present in the image?|One
synpic39532|How many lesions are present/visualized in the image?|One
synpic39532|Is there more that one lesion present?|No
synpic39532|Is/Are there more than one lesion present?|No
synpic27601|Is the liver normal?|Yes
synpic27601|Is/Are the liver normal?|Yes
synpic27601|Is a ring enhancing lesion present in the right lobe of the liver?|No
synpic27601|'Is/Are there ring enchancing lesion in the patient's liver?'|No
synpic34836|'Is the lesion on the patient's right or left side?'|Left side
synpic34836|Where on the image is the lesion?|Left temporal lobe
synpic34449|What are the two major organs present in this image?|Heart lungs
synpic17664|Is/Are the diaphragm visualized?|Yes
synpic17664|Is/Are the diaphragm obscured?|No
synpic21995|Is the liver abnormal?|No
synpic21995|Is/Are the liver abnormal?|No
synpic21995|Are there any abnormal hypodense lesions in the liver?|No
synpic21995|' Is/Are there abnormal hypodense lesions in the patient's liver?'|No
synpic24390|Is/Are the heart wider than more than half the width of the thorax?|No
synpic24390|How wide is/are the heart compared to the thorax? -open|It is less than half the width of the thorax
synpic23803|Is/Are the free air under the left hemidiaphragm  pathologic?|No
synpic23803|Is/Are the free air under the left hemidiaphragm  pathologic?|No
synpic21995|Is the largest cyst in the left or right kidney?|Left kidney
synpic21995|Where is the largest cystic lesion in the image?|Left kidney
